요1:1 태초에말씀이계시니라이말씀이하나님과함께계셨으니이말씀은곧하나님이시니라
요21:11 시몬베드로가올라가서그물을육지에끌어올리니가득히찬큰물고기가백쉰세마리라이같이많으나그물이찢어지지아니하였더라
요21:12 예수께서이르시되와서조반을먹으라하시니제자들이주님이신줄아는고로당신이누구냐감히묻는자가없더라
요21:13 예수께서가셔서떡을가져다가그들에게주시고생선도그와같이하시니라
요21:14 이것은예수께서죽은자가운데서살아나신후에세번째로제자들에게나타나신것이라
요21:15 그들이조반먹은후에예수께서시몬베드로에게이르시되요한의아들시몬아네가이사람들보다나를더사랑하느냐하시니이르되주님그러하나이다내가주님을사랑하는줄주님께서아시나이다이르시되내어린양을먹이라하시고
요21:16 또두번째이르시되요한의아들시몬아네가나를사랑하느냐하시니이르되주님그러하나이다내가주님을사랑하는줄주님께서아시나이다이르시되내양을치라하시고
요21:17 세번째이르시되요한의아들시몬아네가나를사랑하느냐하시니주께서세번째네가나를사랑하느냐하시므로베드로가근심하여이르되주님모든것을아시오매내가주님을사랑하는줄을주님께서아시나이다예수께서이르시되내양을먹이라
요21:18 내가진실로진실로네게이르노니네가젊어서는스스로띠띠고원하는곳으로다녔거니와늙어서는네팔을벌리리니남이네게띠띠우고원하지아니하는곳으로데려가리라
요21:19 이말씀을하심은베드로가어떠한죽음으로하나님께영광을돌릴것을가리키심이러라이말씀을하시고베드로에게이르시되나를따르라하시니
요21:20 베드로가돌이켜예수께서사랑하시는그제자가따르는것을보니그는만찬석에서예수의품에의지하여주님주님을파는자가누구오니이까묻던자더라
요21:21 이에베드로가그를보고예수께여짜오되주님이사람은어떻게되겠사옵나이까
요21:22 예수께서이르시되내가올때까지그를머물게하고자할지라도네게무슨상관이냐너는나를따르라하시더라
요21:23 이말씀이형제들에게나가서그제자는죽지아니하겠다하였으나예수의말씀은그가죽지않겠다하신것이아니라내가올때까지그를머물게하고자할지라도네게무슨상관이냐하신것이러라
요21:24 이일들을증언하고이일들을기록한제자가이사람이라우리는그의증언이참된줄아노라
요21:25 예수께서행하신일이이외에도많으니만일낱낱이기록된다면이세상이라도이기록된책을두기에부족할줄아노라
